Strike ID,Country,Date (MM-DD-YYYY),President,Most Specific Location,Most Specific Lat/Long,Latitude,Longitude,Minimum total people killed,Maximum total people killed,Minimum civilians reported killed,Maximum civilians reported killed,Minimum children reported killed,Maximum children reported killed,Minimum reported injured,Ratio of Civilians to Total Killed,Other (Non-civilian/children Killed),,,,,,,,,,,,,,,,,,,
AFG724,Afghanistan,10-13-2018,Trump,"Nuristan, Afghanistan","35.325022,70.907123",35.325022,70.907123,1,1,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
AFG725,Afghanistan,10-13-2018,Trump,"Ghazni, Afghanistan","33.545058,68.417397",33.545058,68.417397,4,4,0,0,0,0,0,0,4,0,,,,,,,,,,,,,,,,,,
AFG726,Afghanistan,10-13-2018,Trump,"Helmand, Afghanistan","31.363647,63.958611",31.363647,63.958611,3,3,0,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,
AFG727,Afghanistan,10-13-2018,Trump,"Kandahar, Afghanistan","31.628871,65.737174",31.628871,65.737174,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
AFG728,Afghanistan,10-13-2018,Trump,"Kunduz, Afghanistan","36.728590,68.868066",36.728590,68.868066,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
AFG729,Afghanistan,10-13-2018,Trump,"Laghman, Afghanistan","34.689768,70.145580",34.689768,70.145580,2,2,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,
AFG730,Afghanistan,10-13-2018,Trump,"Nangarhar, Afghanistan","34.171831,70.621679",34.171831,70.621679,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
AFG731,Afghanistan,10-13-2018,Trump,"Paktika, Afghanistan","32.264538,68.524714",32.264538,68.524714,3,3,0,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,
AFG732,Afghanistan,10-13-2018,Trump,"Uruzgan, Afghanistan","32.927128,66.141526",32.927128,66.141526,2,2,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,
AFG733,Afghanistan,10-13-2018,Trump,"Wardak, Afghanistan","34.351349,68.238533",34.351349,68.238533,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
YEM032,Yemen,10-14-2011,Obama,"Azzan, Shabwa, Yemen","14.325435,47.446588",14.325435,47.446588,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
YEM034,Yemen,10-14-2011,Obama,"Southern Yemen, Yemen",Unknown ,Unknown ,Unknown ,15,17,0,0,0,0,0,0,17,,,,,,,,,,,,,,,,,,,
Ob245,Pakistan,10-14-2011,Obama,"Danda Darpakhel, North Waziristan, Pakistan","32.990218,70.051802",32.990218,70.051802,3,6,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,
YEM033,Yemen,10-14-2011,Obama,"Azzan, Shabwa, Yemen","14.325435,47.446588",14.325435,47.446588,7,9,2,2,2,2,0,0.222222222,5,,,,,,,,,,,,,,,,,,,
YEM035,Yemen,10-14-2011,Obama,"Azzan, Shabwa, Yemen","14.325435,47.446588",14.325435,47.446588,2,2,1,2,1,1,0,1,0,,,,,,,,,,,,,,,,,,,
SOM110,Somalia,10-14-2018,Trump,Araara,"0.224021,41.601181",0.224021,41.601181,4,4,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,
AFG734,Afghanistan,10-14-2018,Trump,"Kandahar, Afghanistan","31.628871,65.737174",31.628871,65.737174,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
AFG735,Afghanistan,10-14-2018,Trump,"Faryab, Afghanistan","36.079561,64.905954",36.079561,64.905954,8,8,0,0,0,0,0,0,8,0,,,,,,,,,,,,,,,,,,
AFG736,Afghanistan,10-14-2018,Trump,"Ghazni, Afghanistan","33.545058,68.417397",33.545058,68.417397,3,3,0,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,
AFG737,Afghanistan,10-14-2018,Trump,"Kunduz, Afghanistan","36.728590,68.868066",36.728590,68.868066,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
AFG738,Afghanistan,10-14-2018,Trump,"Laghman, Afghanistan","34.689768,70.145580",34.689768,70.145580,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
AFG739,Afghanistan,10-14-2018,Trump,"Nangarhar, Afghanistan","34.171831,70.621679",34.171831,70.621679,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
AFG740,Afghanistan,10-14-2018,Trump,"Parwan, Afghanistan","34.963097,68.810884",34.963097,68.810884,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
Ob40,Pakistan,10-15-2009,Obama,"Danda Darpakhel, North Waziristan, Pakistan","32.990218,70.051802",32.990218,70.051802,3,4,0,0,0,0,7,0,4,,,,,,,,,,,,,,,,,,,
Ob147,Pakistan,10-15-2010,Obama,"Aziz Khel, North Waziristan, Pakistan","33.083334,70.206602",33.083334,70.206602,4,6,0,0,0,0,3,0,6,,,,,,,,,,,,,,,,,,,
Ob148,Pakistan,10-15-2010,Obama,"Machi Khel, North Waziristan, Pakistan","33.029133,70.246785",33.029133,70.246785,3,5,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,
Ob246,Pakistan,10-15-2011,Obama,"Angor Adda, South Waziristan, Pakistan","32.514466,69.290733",32.514466,69.290733,3,6,0,0,0,0,3,0,6,,,,,,,,,,,,,,,,,,,
YEM171,Yemen,10-15-2014,Obama,"Mayfaa, Shabwa, Yemen","14.754630,46.516261",14.754630,46.516261,4,4,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,
AFG741,Afghanistan,10-15-2018,Trump,"Ghazni, Afghanistan","33.545058,68.417397",33.545058,68.417397,3,3,0,23,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
AFG742,Afghanistan,10-15-2018,Trump,"Helmand, Afghanistan","31.363647,63.958611",31.363647,63.958611,5,5,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,
AFG743,Afghanistan,10-15-2018,Trump,"Kandahar, Afghanistan","31.628871,65.737174",31.628871,65.737174,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
AFG744,Afghanistan,10-15-2018,Trump,"Laghman, Afghanistan","34.689768,70.145580",34.689768,70.145580,4,4,0,0,0,0,0,0,4,0,,,,,,,,,,,,,,,,,,
AFG745,Afghanistan,10-15-2018,Trump,"Nuristan, Afghanistan","35.325022,70.907123",35.325022,70.907123,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
AFG746,Afghanistan,10-15-2018,Trump,"Paktika, Afghanistan","32.264538,68.524714",32.264538,68.524714,3,3,0,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,
AFG747,Afghanistan,10-15-2018,Trump,"Uruzgan, Afghanistan","32.927128,66.141526",32.927128,66.141526,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
AFG748,Afghanistan,10-15-2018,Trump,"Wardak, Afghanistan","34.351349,68.238533",34.351349,68.238533,3,3,0,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,
B34,Pakistan,10-16-2008,Bush,"Taparghai, South Waziristan, Pakistan","32.320237,69.859740",32.320237,69.859740,2,9,0,4,0,0,1,0.444444444,5,,,,,,,,,,,,,,,,,,,
YEM281,Yemen,10-16-2017,Trump,"Bayda, Yemen","13.988914,45.577100",13.988914,45.577100,50,50,0,0,0,0,0,0,50,,,,,,,,,,,,,,,,,,,
SOM066,Somalia,10-16-2017,Trump,"Bariire, Lower Shabelle region, Somalia","2.047318,44.896136",2.047318,44.896136,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
AFG409,Afghanistan ,10-16-2017,Trump,"Jaji Maydan, Paktia, Afghanistan","33.638947,70.121765",33.638947,70.121765,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
AFG749,Afghanistan,10-16-2018,Trump,"Kandahar, Afghanistan","31.628871,65.737174",31.628871,65.737174,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
AFG750,Afghanistan,10-16-2018,Trump,"Logar, Afghanistan","34.014551,69.192391",34.014551,69.192391,2,2,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,
AFG751,Afghanistan,10-16-2018,Trump,"Nangarhar, Afghanistan","34.171831,70.621679",34.171831,70.621679,10,10,0,0,0,0,0,0,10,0,,,,,,,,,,,,,,,,,,
AFG752,Afghanistan,10-16-2018,Trump,"Paktika, Afghanistan","32.264538,68.524714",32.264538,68.524714,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
AFG275,Afghanistan ,10-17-2016,Obama,"Farah and Bakwah, Farah, Afghanistan","32.230824,62.920591",32.230824,62.920591,70,70,0,0,0,0,30,0,70,,,,,,,,,,,,,,,,,,,
AFG753,Afghanistan,10-17-2018,Trump,"Nangarhar, Afghanistan","34.171831,70.621679",34.171831,70.621679,2,2,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,
AFG754,Afghanistan,10-17-2018,Trump,"Helmand, Afghanistan","31.363647,63.958611",31.363647,63.958611,3,3,0,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,
AFG755,Afghanistan,10-17-2018,Trump,"Laghman, Afghanistan","34.689768,70.145580",34.689768,70.145580,4,4,0,0,0,0,0,0,4,0,,,,,,,,,,,,,,,,,,
AFG756,Afghanistan,10-17-2018,Trump,"Logar, Afghanistan","34.014551,69.192391",34.014551,69.192391,2,2,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,
AFG757,Afghanistan,10-17-2018,Trump,"Paktia, Afghanistan","33.706199,69.383107",33.706199,69.383107,2,2,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,
AFG758,Afghanistan,10-17-2018,Trump,"Uruzgan, Afghanistan","32.927128,66.141526",32.927128,66.141526,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
Ob149,Pakistan,10-18-2010,Obama,"Datta Khel, North Waziristan, Pakistan","33.150049,70.433361",33.150049,70.433361,6,7,1,1,1,1,1,0.142857143,5,,,,,,,,,,,,,,,,,,,
YEM107,Yemen,10-18-2012,Obama,"Jaar, Abyan, Yemen","13.216737,45.306426",13.216737,45.306426,7,9,0,0,0,0,0,0,9,,,,,,,,,,,,,,,,,,,
YEM249,Yemen,10-18-2016,Obama,"Shabwah, Yemen","14.754630,46.516261",14.754630,46.516261,3,8,0,0,0,0,2,0,8,,,,,,,,,,,,,,,,,,,
AFG759,Afghanistan,10-18-2018,Trump,"Ghazni, Afghanistan","33.545058,68.417397",33.545058,68.417397,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
AFG760,Afghanistan,10-18-2018,Trump,"Helmand, Afghanistan","31.363647,63.958611",31.363647,63.958611,3,3,0,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,
AFG761,Afghanistan,10-18-2018,Trump,"Laghman, Afghanistan","34.689768,70.145580",34.689768,70.145580,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
AFG762,Afghanistan,10-18-2018,Trump,"Logar, Afghanistan","34.014551,69.192391",34.014551,69.192391,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
AFG763,Afghanistan,10-18-2018,Trump,"Nangarhar, Afghanistan","34.171831,70.621679",34.171831,70.621679,6,6,0,0,0,0,0,0,6,0,,,,,,,,,,,,,,,,,,
AFG109,Afghanistan ,10-19-2015,Obama,"Kharwar, Logar, Afghanistan","34.014551,69.192391",34.014551,69.192391,0,20,0,0,0,0,0,0,20,,,,,,,,,,,,,,,,,,,
AFG276,Afghanistan ,10-19-2016,Obama,"Seyagerd, Parwan, Afghanistan","34.963097,68.810884",34.963097,68.810884,8,8,0,0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,
YEM282,Yemen,10-19-2017,Trump,"Bayda, Yemen","13.988914,45.577100",13.988914,45.577100,5,5,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,
YEM283,Yemen,10-19-2017,Trump,Unknown,Unknown,#VALUE!,#VALUE!,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
AFG410,Afghanistan ,10-19-2017,Trump,"Maiwand, Kandahar, Afghanistan","31.499713,65.000853",31.499713,65.000853,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
AFG764,Afghanistan,10-19-2018,Trump,"Helmand, Afghanistan","31.363647,63.958611",31.363647,63.958611,2,2,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,
AFG765,Afghanistan,10-19-2018,Trump,"Kabul, Afghanistan","34.555349,69.207486",34.555349,69.207486,2,2,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,
AFG766,Afghanistan,10-19-2018,Trump,"Kapisa, Afghanistan","34.981057,69.621456",34.981057,69.621456,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
AFG767,Afghanistan,10-19-2018,Trump,"Kunar, Afghanistan","34.846589,71.097316",34.846589,71.097316,2,2,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,
AFG768,Afghanistan,10-19-2018,Trump,"Laghman, Afghanistan","34.689768,70.145580",34.689768,70.145580,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
AFG769,Afghanistan,10-19-2018,Trump,"Nangarhar, Afghanistan","34.171831,70.621679",34.171831,70.621679,4,4,0,0,0,0,0,0,4,0,,,,,,,,,,,,,,,,,,
AFG770,Afghanistan,10-19-2018,Trump,"Nimroz, Afghanistan","31.026148,62.450415",31.026148,62.450415,2,2,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,
AFG411,Afghanistan ,10-20-2017,Trump,"Mamand, Achin, Nangarhar, Afghanistan","34.215777,71.026004",34.215777,71.026004,10,10,0,0,0,0,0,0,10,,,,,,,,,,,,,,,,,,,
AFG771,Afghanistan,10-20-2018,Trump,"Nangarhar, Afghanistan","34.171831,70.621679",34.171831,70.621679,6,6,0,0,0,0,0,0,6,0,,,,,,,,,,,,,,,,,,
AFG772,Afghanistan,10-20-2018,Trump,"Baghlan, Afghanistan","35.804294,69.287753",35.804294,69.287753,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
AFG773,Afghanistan,10-20-2018,Trump,"Helmand, Afghanistan","31.363647,63.958611",31.363647,63.958611,2,2,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,
AFG774,Afghanistan,10-20-2018,Trump,"Khost, Afghanistan","33.333847,69.937167",33.333847,69.937167,4,4,0,0,0,0,0,0,4,0,,,,,,,,,,,,,,,,,,
AFG775,Afghanistan,10-20-2018,Trump,"Kunar, Afghanistan","34.846589,71.097316",34.846589,71.097316,7,7,0,0,0,0,0,0,7,0,,,,,,,,,,,,,,,,,,
AFG776,Afghanistan,10-20-2018,Trump,"Paktia, Afghanistan","33.706199,69.383107",33.706199,69.383107,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
Ob41,Pakistan,10-21-2009,Obama,"Spalaga, North Waziristan, Pakistan","32.943065,69.955033",32.943065,69.955033,3,3,0,0,0,0,8,0,3,,,,,,,,,,,,,,,,,,,
YEM108,Yemen,10-21-2012,Obama,"Maarib, Marib, Yemen","15.470031,45.322857",15.470031,45.322857,4,4,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,
YEM250,Yemen,10-21-2016,Obama,"Marib, Yemen","15.470031,45.322857",15.470031,45.322857,5,5,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,
AFG777,Afghanistan,10-21-2018,Trump,"Ghor, Afghanistan","34.099577,64.905954",34.099577,64.905954,2,2,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,
AFG778,Afghanistan,10-21-2018,Trump,"Helmand, Afghanistan","31.363647,63.958611",31.363647,63.958611,3,3,0,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,
AFG779,Afghanistan,10-21-2018,Trump,"Kapisa, Afghanistan","34.981057,69.621456",34.981057,69.621456,2,2,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,
AFG780,Afghanistan,10-21-2018,Trump,"Khost, Afghanistan","33.333847,69.937167",33.333847,69.937167,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
AFG781,Afghanistan,10-21-2018,Trump,"Laghman, Afghanistan","34.689768,70.145580",34.689768,70.145580,4,4,0,0,0,0,0,0,4,0,,,,,,,,,,,,,,,,,,
AFG782,Afghanistan,10-21-2018,Trump,"Nangarhar, Afghanistan","34.171831,70.621679",34.171831,70.621679,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
AFG783,Afghanistan,10-21-2018,Trump,"Paktia, Afghanistan","33.706199,69.383107",33.706199,69.383107,3,3,0,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,
AFG784,Afghanistan,10-21-2018,Trump,"Wardak, Afghanistan","34.351349,68.238533",34.351349,68.238533,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
AFG785,Afghanistan,10-21-2018,Trump,"Zabul, Afghanistan","32.191878,67.189448",32.191878,67.189448,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
AFG277,Afghanistan ,10-22-2016,Obama,"Koz-Pachir village, Pachiragam, Nangarhar, Afghanistan","34.074090,70.288452",34.074090,70.288452,5,5,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,
AFG786,Afghanistan,10-22-2018,Trump,"Helmand, Afghanistan","31.363647,63.958611",31.363647,63.958611,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
AFG787,Afghanistan,10-22-2018,Trump,"Kandahar, Afghanistan","31.628871,65.737174",31.628871,65.737174,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
AFG788,Afghanistan,10-22-2018,Trump,"Kunar, Afghanistan","34.846589,71.097316",34.846589,71.097316,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
AFG789,Afghanistan,10-22-2018,Trump,"Laghman, Afghanistan","34.689768,70.145580",34.689768,70.145580,5,5,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,
AFG790,Afghanistan,10-22-2018,Trump,"Logar, Afghanistan","34.014551,69.192391",34.014551,69.192391,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
AFG791,Afghanistan,10-22-2018,Trump,"Nangarhar, Afghanistan","34.171831,70.621679",34.171831,70.621679,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
AFG792,Afghanistan,10-22-2018,Trump,"Nuristan, Afghanistan","35.325022,70.907123",35.325022,70.907123,8,8,0,0,0,0,0,0,8,0,,,,,,,,,,,,,,,,,,
B35,Pakistan,10-23-2008,Bush,"Danda Darpakhel, North Waziristan, Pakistan","32.990218,70.051802",32.990218,70.051802,8,11,7,10,7,7,6,0.909090909,0,,,,,,,,,,,,,,,,,,,
AFG110,Afghanistan ,10-23-2015,Obama,"Nazyan, Nangarhar, Afghanistan","34.118171,70.752529",34.118171,70.752529,6,6,0,0,0,0,3,0,6,,,,,,,,,,,,,,,,,,,
AFG111,Afghanistan ,10-23-2015,Obama,"Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,8,10,0,0,0,0,0,0,10,,,,,,,,,,,,,,,,,,,
AFG112,Afghanistan ,10-23-2015,Obama,"Bandar, Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,3,3,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,
AFG113,Afghanistan ,10-23-2015,Obama,"Abdul Khel, Achin, Nangarhar, Afghanistan","34.053888,70.696111",34.053888,70.696111,10,10,0,0,0,0,0,0,10,,,,,,,,,,,,,,,,,,,
AFG278,Afghanistan ,10-23-2016,Obama,"Kunduz, Afghanistan","36.728590,68.868066",36.728590,68.868066,3,3,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,
AFG793,Afghanistan,10-23-2018,Trump,"Laghman, Afghanistan","34.689768,70.145580",34.689768,70.145580,2,2,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,
AFG794,Afghanistan,10-23-2018,Trump,"Parwan, Afghanistan","34.963097,68.810884",34.963097,68.810884,2,2,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,
Ob42,Pakistan,10-24-2009,Obama,"Damadola, Bajaur Agency, Pakistan","34.786528,71.524915",34.786528,71.524915,20,30,0,0,0,0,8,0,30,,,,,,,,,,,,,,,,,,,
Ob299,Pakistan,10-24-2012,Obama,"Village Ghundi Killi Daur Tappi area of Tehsil Miranshah, North Waziristan, Pakistan","32.947289,70.147813",32.947289,70.147813,1,1,1,1,0,0,6,1,0,,,,,,,,,,,,,,,,,,,
YEM172,Yemen,10-24-2014,Obama,"Radaa, Bayda, Yemen","14.411870,44.836513",14.411870,44.836513,3,10,0,10,0,0,0,1,0,,,,,,,,,,,,,,,,,,,
AFG795,Afghanistan,10-24-2018,Trump,"Helmand, Afghanistan","31.363647,63.958611",31.363647,63.958611,2,2,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,
AFG796,Afghanistan,10-24-2018,Trump,"Khost, Afghanistan","33.333847,69.937167",33.333847,69.937167,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
AFG797,Afghanistan,10-24-2018,Trump,"Laghman, Afghanistan","34.689768,70.145580",34.689768,70.145580,3,3,0,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,
YEM284,Yemen,10-25-2017,Trump,"Bayda, Yemen","13.988914,45.577100",13.988914,45.577100,9,13,0,0,0,0,0,0,13,,,,,,,,,,,,,,,,,,,
SOM111,Somalia,10-25-2018,Trump,Kunya Barrow,Unknown,#VALUE!,-156.788611,2,2,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,
AFG798,Afghanistan,10-25-2018,Trump,"Nangarhar, Afghanistan","34.171831,70.621679",34.171831,70.621679,3,3,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
AFG799,Afghanistan,10-25-2018,Trump,"Kunar, Afghanistan","34.846589,71.097316",34.846589,71.097316,1,1,0,2,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,
AFG800,Afghanistan,10-25-2018,Trump,"Helmand, Afghanistan","31.363647,63.958611",31.363647,63.958611,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
AFG801,Afghanistan,10-25-2018,Trump,"Kandahar, Afghanistan","31.628871,65.737174",31.628871,65.737174,4,4,0,0,0,0,0,0,4,0,,,,,,,,,,,,,,,,,,
AFG802,Afghanistan,10-25-2018,Trump,"Laghman, Afghanistan","34.689768,70.145580",34.689768,70.145580,2,2,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,
AFG803,Afghanistan,10-25-2018,Trump,"Logar, Afghanistan","34.014551,69.192391",34.014551,69.192391,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
B36,Pakistan,10-26-2008,Bush,"Mandata, South Waziristan, Pakistan","32.320237,69.859740",32.320237,69.859740,18,20,0,4,0,3,2,0.2,13,,,,,,,,,,,,,,,,,,,
Ob247,Pakistan,10-26-2011,Obama,"Shana Wana, Birmal, South Waziristan, Pakistan","32.298231,69.597624",32.298231,69.597624,13,22,0,0,0,0,6,0,22,,,,,,,,,,,,,,,,,,,
YEM173,Yemen,10-26-2014,Obama,"Radaa,  Bayda, Yemen","14.411870,44.836513",14.411870,44.836513,12,20,2,10,0,0,0,0.5,10,,,,,,,,,,,,,,,,,,,
AFG804,Afghanistan,10-26-2018,Trump,"Helmand, Afghanistan","31.363647,63.958611",31.363647,63.958611,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
AFG805,Afghanistan,10-26-2018,Trump,"Kandahar, Afghanistan","31.628871,65.737174",31.628871,65.737174,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
AFG806,Afghanistan,10-26-2018,Trump,"Nangarhar, Afghanistan","34.171831,70.621679",34.171831,70.621679,3,3,0,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,
AFG807,Afghanistan,10-26-2018,Trump,"Nimroz, Afghanistan","31.026148,62.450415",31.026148,62.450415,3,3,0,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,
AFG808,Afghanistan,10-26-2018,Trump,"Paktia, Afghanistan","33.706199,69.383107",33.706199,69.383107,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
AFG809,Afghanistan,10-26-2018,Trump,"Uruzgan, Afghanistan","32.927128,66.141526",32.927128,66.141526,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
Ob150,Pakistan,10-27-2010,Obama,"Mir Ali, North Waziristan, Pakistan","32.970019,70.277584",32.970019,70.277584,2,5,0,0,0,0,1,0,5,,,,,,,,,,,,,,,,,,,
Ob151,Pakistan,10-27-2010,Obama,"Deegan, North Waziristan, Pakistan","32.943065,69.955033",32.943065,69.955033,2,4,0,0,0,0,1,0,4,,,,,,,,,,,,,,,,,,,
Ob248,Pakistan,10-27-2011,Obama,"Azam Warsak, South Waziristan, Pakistan","32.290733,69.428547",32.290733,69.428547,4,6,0,0,0,0,3,0,6,,,,,,,,,,,,,,,,,,,
Ob249,Pakistan,10-27-2011,Obama,"Hisokhel, North Waziristan, Pakistan","32.943065,69.955033",32.943065,69.955033,4,6,0,0,0,0,3,0,6,,,,,,,,,,,,,,,,,,,
AFG114,Afghanistan ,10-27-2015,Obama,"Syah Cho, Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,11,12,0,1,0,0,0,0.083333333,11,,,,,,,,,,,,,,,,,,,
AFG810,Afghanistan,10-27-2018,Trump,"Ghazni, Afghanistan","33.545058,68.417397",33.545058,68.417397,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
AFG811,Afghanistan,10-27-2018,Trump,"Laghman, Afghanistan","34.689768,70.145580",34.689768,70.145580,3,3,0,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,
AFG812,Afghanistan,10-27-2018,Trump,"Nangarhar, Afghanistan","34.171831,70.621679",34.171831,70.621679,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
Ob152,Pakistan,10-28-2010,Obama,"Ismail Khel, North Waziristan, Pakistan","32.967169,69.692204",32.967169,69.692204,4,8,0,4,0,0,0,0.5,4,,,,,,,,,,,,,,,,,,,
YEM109,Yemen,10-28-2012,Obama,"Wadi al Abu Jabara, Saada, Yemen","16.847652,43.943678",16.847652,43.943678,4,4,0,0,0,0,1,0,4,,,,,,,,,,,,,,,,,,,
SOM018,Somalia,10-28-2013,Obama,"Jillib, Middle Juba, Somalia","0.491919,42.778436",0.491919,42.778436,2,3,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,
AFG280,Afghanistan ,10-28-2016,Obama,"Aligal village, Ghaziabad, Kunar, Afghanistan","34.846589,71.097316",34.846589,71.097316,5,5,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,
AFG279,Afghanistan ,10-28-2016,Obama,"Sherzad, Nangarhar, Afghanistan","34.273230,70.074131",34.273230,70.074131,2,4,2,4,0,0,0,1,0,,,,,,,,,,,,,,,,,,,
AFG813,Afghanistan,10-28-2018,Trump,"Nangarhar, Afghanistan","34.171831,70.621679",34.171831,70.621679,5,5,0,3,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,
