Strike ID,Country,Date (MM-DD-YYYY),President,Village/local area,District,Province,"Village/Local Area, District, Province, Country",Lat/Long of Location ,"Modified Location 
when Applicable","Lat/Long of Modified Location 
when Applicable ",Most Specific Location,Most Specific Lat/Long,,,Type of attack,Reportedly drone?,US confirmed?,US only source?,"Counter-
terrorism, force protection or strategic effects?",Reported target group?,Time,Reported target type,Minimum strikes,Maximum strikes,Minimum total people killed,Maximum total people killed,Minimum civilians reported killed,Maximum civilians reported killed,Minimum children reported killed,Maximum children reported killed,Minimum reported injured,Maximum reported injured,Strike link,Timeline URL,Index
AFG178,Afghanistan ,03-22-2016,Obama,Bandar,Kot,Nangarhar,"Bandar, Kot, Nangarhar, Afghanistan","34.171831,70.621679",,,"Bandar, Kot, Nangarhar, Afghanistan","34.171831,70.621679",34.171831,70.621679,US strike,1,0,0,-,ISIS,Late afternon,Horse,1,1,5,5,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#182,,182
AFG179,Afghanistan ,03-26-2016,Obama,Unknown,Achin or Mamand Dara,Nangarhar,"Unknown, Achin or Mamand Dara, Nangarhar, Afghanistan","34.215777,71.026004","Nangarhar, Afghanistan","34.171831,70.621679","Nangarhar, Afghanistan","34.171831,70.621679",34.171831,70.621679,US strike,1,0,0,-,ISIS,-,-,1,1,11,11,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#183,,183
AFG180,Afghanistan ,04-05-2016,Obama,Unknown,Kot,Nangarhar,"Unknown, Kot, Nangarhar, Afghanistan","34.263148,70.788209",,,"Kot, Nangarhar, Afghanistan","34.263148,70.788209",34.263148,70.788209,US strike,1,0,0,-,ISIS,Early morning,Vehicle and motorbike,1,1,6,6,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#184,,184
AFG181,Afghanistan ,04-07-2016,Obama,Unknown,Achin,Nangarhar,"Unknown, Achin, Nangarhar, Afghanistan","34.08218,70.667034",,,"Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,US strike,1,0,0,-,ISIS,-,-,1,1,4,4,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#185,,185
AFG182,Afghanistan ,04-07-2016,Obama,Unknown,Dehrawood,Nangarhar,"Unknown, Dehrawood, Nangarhar, Afghanistan","32.623738,65.456431",,,"Dehrawood, Nangarhar, Afghanistan","32.623738,65.456431",32.623738,65.456431,US strike,1,0,0,-,Taliban,-,-,1,1,3,3,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#186,,186
AFG183,Afghanistan ,04-07-2016,Obama,Nematabad,Gomal,Paktika,"Nematabad, Gomal, Paktika, Afghanistan","32.434829,69.001648",,,"Nematabad, Gomal, Paktika, Afghanistan","32.434829,69.001648",32.434829,69.001648,US strike,1,1,0,CT,AQ,-,-,1,1,14,21,14,21,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#187,,187
AFG184,Afghanistan ,04-14-2016,Obama,Unknown,Achin,Nangarhar,"Unknown, Achin, Nangarhar, Afghanistan","34.08218,70.667034",,,"Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,US strike,0,1,1,CT,-,-,-,1,1,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#190,,190
AFG185,Afghanistan ,04-19-2016,Obama,Shadal,Achin,Nangarhar,"Shadal, Achin, Nangarhar, Afghanistan","34.08218,70.667034",,,"Shadal, Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,US strike,1,0,0,-,ISIS,-,House,1,1,5,5,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#191,,191
AFG186,Afghanistan ,04-20-2016,Obama,Unknown,Achin,Nangarhar,"Unknown, Achin, Nangarhar, Afghanistan","34.08218,70.667034",,,"Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,US strike,1,0,0,-,ISIS,-,-,1,1,4,4,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#192,,192
AFG187,Afghanistan ,04-28-2016,Obama,Narai Obam,Haska Mena,Nangarhar,"Narai Obam, Haska Mena, Nangarhar, Afghanistan","34.171831,70.621679",,,"Narai Obam, Haska Mena, Nangarhar, Afghanistan","34.171831,70.621679",34.171831,70.621679,US strike,1,0,0,-,ISIS,-,-,1,1,15,15,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#193,,193
AFG188,Afghanistan ,04-30-2016,Obama,Unknown,Chaparhar and Haska Mina,Nangarhar,"Unknown, Chaparhar and Haska Mina, Nangarhar, Afghanistan","34.092630,70.469224",,,"Chaparhar and Haska Mina, Nangarhar, Afghanistan","34.092630,70.469224",34.092630,70.469224,US strike,1,0,0,-,-,-,-,1,1,38,38,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#194,,194
AFG189,Afghanistan ,05-07-2016,Obama,Unknown,Khanashin,Helmand,"Unknown, Khanashin, Helmand, Afghanistan","30.810909,63.769538",,,"Khanashin, Helmand, Afghanistan","30.810909,63.769538",30.810909,63.769538,US strike,1,1,0,-,-,-,Vehicle,1,1,0,1,0,0,0,0,2,3,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#196,,196
AFG190,Afghanistan ,05-09-2016,Obama,Nahr Sufi,Chahar Dara,Kunduz,"Nahr Sufi, Chahar Dara, Kunduz, Afghanistan","36.599741,68.863499",,,"Nahr Sufi, Chahar Dara, Kunduz, Afghanistan","36.599741,68.863499",36.599741,68.863499,US strike,1,0,0,-,Taliban,-,Vehicle,1,1,12,12,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#195,,195
AFG191,Afghanistan ,05-12-2016,Obama,Zarmakhel,Pacheragam,Nangarhar,"Zarmakhel, Pacheragam, Nangarhar, Afghanistan","34.074090,70.288452",,,"Zarmakhel, Pacheragam, Nangarhar, Afghanistan","34.074090,70.288452",34.074090,70.288452,US strike,0,1,0,CT,Reportedly Taliban,10:30,Vehicle,1,1,1,1,0,0,0,0,1,1,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#202,,202
AFG192,Afghanistan ,05-16-2016,Obama,Gandeel,Watapor,Kunar,"Gandeel, Watapor, Kunar, Afghanistan","34.910930,71.127398",,,"Gandeel, Watapor, Kunar, Afghanistan","34.910930,71.127398",34.910930,71.127398,US strike,1,1,0,FP,ISIS,-,Hideout,1,1,3,3,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#197,,197
AFG193,Afghanistan ,05-17-2016,Obama,Unknown,Shahjoy,Zabul,"Unknown, Shahjoy, Zabul, Afghanistan","32.503195,67.415892",,,"Shahjoy, Zabul, Afghanistan","32.503195,67.415892",32.503195,67.415892,US strike,1,1,0,CT,AQ,-,-,1,1,5,5,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#199,,199
AFG194,Afghanistan ,05-18-2016,Obama,Mohammd Ghous,Ab Band,Ghazni,"Mohammd Ghous, Ab Band, Ghazni, Afghanistan","32.983333,67.966667",,,"Mohammd Ghous, Ab Band, Ghazni, Afghanistan","32.983333,67.966667",32.983333,67.966667,US strike,1,0,0,-,Taliban,5:00,-,1,1,1,1,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#201,,201
AFG195,Afghanistan ,05-22-2016,Obama,Asqalan,Kunduz city,Kunduz,"Asqalan, Kunduz city, Kunduz, Afghanistan","36.728590,68.868066",,,"Asqalan, Kunduz city, Kunduz, Afghanistan","36.728590,68.868066",36.728590,68.868066,US strike,1,0,0,-,Taliban,-,Vehicle,1,1,13,13,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#203,,203
AFG196,Afghanistan ,05-22-2016,Obama,Karkani,Achin,Nangarhar,"Karkani, Achin, Nangarhar, Afghanistan","34.08218,70.667034",,,"Karkani, Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,US strike,1,0,0,-,ISIS,Morning,-,1,1,9,9,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#204,,204
AFG197,Afghanistan ,05-26-2016,Obama,Sarobi,Achin,Nangarhar,"Sarobi, Achin, Nangarhar, Afghanistan","34.631340,69.718267",,,"Sarobi, Achin, Nangarhar, Afghanistan","34.631340,69.718267",34.631340,69.718267,US strike,1,0,0,-,ISIS,Morning,Bomb-rigged car,1,1,6,6,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#205,,205
AFG198,Afghanistan ,05-26-2016,Obama,Pirakhel,Wazir,Nangarhar,"Pirakhel, Wazir, Nangarhar, Afghanistan","34.195889,70.158546",,,"Pirakhel, Wazir, Nangarhar, Afghanistan","34.195889,70.158546",34.195889,70.158546,US strike,1,0,0,-,ISIS,Morning,-,1,1,4,4,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#206,,206
AFG199,Afghanistan ,05-26-2016,Obama,Unknown,Kot,Nangarhar,"Unknown, Kot, Nangarhar, Afghanistan","34.263148,70.788209",,,"Kot, Nangarhar, Afghanistan","34.263148,70.788209",34.263148,70.788209,US strike,1,0,0,-,ISIS,-,-,1,1,2,2,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#207,,207
AFG200,Afghanistan ,05-26-2016,Obama,Elbak,Unknown,Kandahar,"Elbak, Unknown, Kandahar, Afghanistan","31.628871,65.737174",,,"Elbak, Kandahar, Afghanistan","31.628871,65.737174",31.628871,65.737174,US strike,1,1,1,FP,Taliban,Night,-,3,3,7,7,0,0,0,0,2,2,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#220,,220
AFG201,Afghanistan ,05-29-2016,Obama,Kangari Kando,Haska Mena,Nangarhar,"Kangari Kando, Haska Mena, Nangarhar, Afghanistan","34.171831,70.621679",,,"Kangari Kando, Haska Mena, Nangarhar, Afghanistan","34.171831,70.621679",34.171831,70.621679,US strike,1,0,0,-,ISIS,-,Hideout,1,1,6,6,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#208,,208
AFG202,Afghanistan ,05-29-2016,Obama,Kata Sang,Shaha Wali Kot,Kandahar,"Kata Sang, Shaha Wali Kot, Kandahar, Afghanistan","32.124645,65.380820",,,"Kata Sang, Shaha Wali Kot, Kandahar, Afghanistan","32.124645,65.380820",32.124645,65.380820,US strike,1,1,0,FP,Taliban,-,-,1,1,17,22,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#209,,209
AFG203,Afghanistan ,05-29-2016,Obama,Unknown,De Bala,Nangarhar,"Unknown, De Bala, Nangarhar, Afghanistan","34.092630,70.469224",,,"De Bala, Nangarhar, Afghanistan","34.092630,70.469224",34.092630,70.469224,US strike,1,0,0,-,Taliban,-,-,1,1,2,2,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#210,,210
AFG204,Afghanistan ,05-29-2016,Obama,Unknown,Sayedabad,Maidan Wardak,"Unknown, Sayedabad, Maidan Wardak, Afghanistan","33.895518,68.763191",,,"Sayedabad, Maidan Wardak, Afghanistan","33.895518,68.763191",33.895518,68.763191,US strike,1,0,0,-,ISIS,-,-,1,1,2,2,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#211,,211
AFG205,Afghanistan ,06-02-2016,Obama,Kharkot,Gayan,Paktika,"Kharkot, Gayan, Paktika, Afghanistan","32.984041,69.430782",,,"Kharkot, Gayan, Paktika, Afghanistan","32.984041,69.430782",32.984041,69.430782,US strike,1,0,0,-,Taliban,14:00,-,1,1,10,10,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#212,,212
AFG206,Afghanistan ,06-08-2016,Obama,Unknown,Sar Rawza,Paktika,"Unknown, Sar Rawza, Paktika, Afghanistan","33.004167,69.049336",,,"Sar Rawza, Paktika, Afghanistan","33.004167,69.049336",33.004167,69.049336,US strike,1,0,0,-,Haqqani,Night,Vehicle,1,1,2,2,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#213,,213
AFG207,Afghanistan ,06-11-2016,Obama,Sargardan,Hesarak,Nangarhar,"Sargardan, Hesarak, Nangarhar, Afghanistan","34.283562,69.883565",,,"Sargardan, Hesarak, Nangarhar, Afghanistan","34.283562,69.883565",34.283562,69.883565,US strike,1,0,0,-,Taliban,-,Vehicle,1,1,6,6,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#214,,214
AFG208,Afghanistan ,06-11-2016,Obama,Unknown,Azara,Logar,"Unknown, Azara, Logar, Afghanistan","34.014551,69.192391",,,"Azara, Logar, Afghanistan","34.014551,69.192391",34.014551,69.192391,US strike,1,0,0,-,Taliban,-,Vehicle,1,1,11,11,0,3,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#215,,215
AFG209,Afghanistan ,06-11-2016,Obama,Ghwagezai,Hesarak,Nangarhar,"Ghwagezai, Hesarak, Nangarhar, Afghanistan","34.283562,69.883565",,,"Ghwagezai, Hesarak, Nangarhar, Afghanistan","34.283562,69.883565",34.283562,69.883565,US strike,1,0,0,-,Taliban,Night,Vehicle,1,1,6,6,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#216,,216
AFG210,Afghanistan ,06-14-2016,Obama,Karkanai,Achin,Nangarhar,"Karkanai, Achin, Nangarhar, Afghanistan","34.08218,70.667034",,,"Karkanai, Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,US strike,1,0,0,-,ISIS,-,Hideout,1,1,10,10,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#217,,217
AFG211,Afghanistan ,06-15-2016,Obama,Karkanai,Achin,Nangarhar,"Karkanai, Achin, Nangarhar, Afghanistan","34.08218,70.667034",,,"Karkanai, Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,US strike,1,0,0,-,ISIS,21:00,-,1,1,21,21,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#237,,237
AFG212,Afghanistan ,06-18-2016,Obama,Taraki,Dasht e Archi,Nangarhar,"Taraki, Dasht e Archi, Nangarhar, Afghanistan","37.122858,69.158119",,,"Taraki, Dasht e Archi, Nangarhar, Afghanistan","37.122858,69.158119",37.122858,69.158119,US strike,1,0,0,-,Taliban,Night,Vehicle,1,1,8,8,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#218,,218
AFG213,Afghanistan ,06-18-2016,Obama,"Dara e Mohmand, Mazdaki, Abdulkhail",Achin,Nangarhar,"Dara e Mohmand, Mazdaki, Abdulkhail, Achin, Nangarhar, Afghanistan","34.08218,70.667034",,,"Dara e Mohmand, Mazdaki, Abdulkhail, Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,US strike,1,1,0,CT,ISIS,-,-,1,1,23,27,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#219,,219
AFG214,Afghanistan ,06-21-2016,Obama,Moghul Qeshlag,Imam Sahib,Kunduz,"Moghul Qeshlag, Imam Sahib, Kunduz, Afghanistan","37.157843,68.882423",,,"Moghul Qeshlag, Imam Sahib, Kunduz, Afghanistan","37.157843,68.882423",37.157843,68.882423,US strike,1,0,0,-,Taliban,Midday,Hideout,1,1,5,5,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#220,,220
AFG215,Afghanistan ,06-22-2016,Obama,Pir Shah Khelo,Kot,Nangarhar,"Pir Shah Khelo, Kot, Nangarhar, Afghanistan","34.171831,70.621679",,,"Pir Shah Khelo, Kot, Nangarhar, Afghanistan","34.171831,70.621679",34.171831,70.621679,US strike,1,0,0,-,ISIS,Late afternoon,-,1,1,4,4,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#221,,221
AFG216,Afghanistan ,06-23-2016,Obama,Rahmati and Marsing,Lal Pura,Nangarhar,"Rahmati and Marsing, Lal Pura, Nangarhar, Afghanistan","13.6077214,44.984871",,,"Rahmati and Marsing, Lal Pura, Nangarhar, Afghanistan","34.1819776,70.6514757",34.1819776,70.6514757,US strike,1,0,0,-,Taliban,Night,"Car, motorcycle",2,2,7,7,0,0,0,0,3,3,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#229,,229
AFG217,Afghanistan ,06-24-2016,Obama,Unknown,Unknown,Unknown,"Unknown, Unknown, Unknown, Afghanistan","35.220505,-80.857539",Unknown,,Unknown,Unknown,#VALUE!,#VALUE!,US strike,0,1,1,-,Taliban,-,"""Taliban positions""",2,2,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#222,,222
AFG218,Afghanistan ,06-25-2016,Obama,Sarak Payin,Chahar Dara,Kunduz,"Sarak Payin, Chahar Dara, Kunduz, Afghanistan","36.599741,68.863499",,,"Sarak Payin, Chahar Dara, Kunduz, Afghanistan","36.599741,68.863499",36.599741,68.863499,US strike,1,1,0,-,Taliban,-,Taliban prison,2,2,7,16,0,15,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#223,,223
AFG219,Afghanistan ,06-26-2016,Obama,Unknown,Kot,Nangarhar,"Unknown, Kot, Nangarhar, Afghanistan","34.263148,70.788209",,,"Kot, Nangarhar, Afghanistan","34.263148,70.788209",34.263148,70.788209,US strike,1,0,0,-,ISIS,16:00,Hideout,1,1,30,30,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#224,,224
AFG220,Afghanistan ,06-27-2016,Obama,Unknown,Chahar Dara,Kunduz,"Unknown, Chahar Dara, Kunduz, Afghanistan","36.599741,68.863499",,,"Chahar Dara, Kunduz, Afghanistan","36.599741,68.863499",36.599741,68.863499,US strike,1,0,0,-,Taliban,-,-,1,1,4,16,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#225,,225
AFG221,Afghanistan ,06-28-2016,Obama,Hazrat Sultan,Kunduz city,Kunduz,"Hazrat Sultan, Kunduz city, Kunduz, Afghanistan","36.728590,68.868066",,,"Hazrat Sultan, Kunduz city, Kunduz, Afghanistan","36.728590,68.868066",36.728590,68.868066,US strike,1,0,0,-,Taliban,-,-,1,1,14,14,0,0,0,0,8,8,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#226,,226
AFG222,Afghanistan ,06-29-2016,Obama,Unknown,Gortipa,Kunduz,"Unknown, Gortipa, Kunduz, Afghanistan","36.728590,68.868066",,,"Gortipa, Kunduz, Afghanistan","36.728590,68.868066",36.728590,68.868066,US strike,1,0,0,-,Taliban,-,-,1,1,10,10,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#227,,227
AFG223,Afghanistan ,06-29-2016,Obama,Unknown,Dasht e Archi,Nangarhar,"Unknown, Dasht e Archi, Nangarhar, Afghanistan","37.122858,69.158119",,,"Dasht e Archi, Nangarhar, Afghanistan","37.122858,69.158119",37.122858,69.158119,US strike,1,0,0,-,Taliban,-,-,1,1,10,10,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#228,,228
AFG224,Afghanistan ,07-03-2016,Obama,Unknown,Ab Band,Ghazni,"Unknown, Ab Band, Ghazni, Afghanistan","32.983333,67.966667",,,"Ab Band, Ghazni, Afghanistan","32.983333,67.966667",32.983333,67.966667,US strike,1,0,0,-,Taliban,-,-,1,1,12,12,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#230,,230
AFG225,Afghanistan ,07-03-2016,Obama,Mamond and Pekha,Achin,Nangarhar,"Mamond and Pekha, Achin, Nangarhar, Afghanistan","34.08218,70.667034",,,"Mamond and Pekha, Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,US strike,1,0,0,-,ISIS,Night,Hideouts,2,2,19,19,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#231,,231
AFG226,Afghanistan ,07-03-2016,Obama,Wazir,Khogyani,Nangarhar,"Wazir, Khogyani, Nangarhar, Afghanistan","34.195889,70.158546",,,"Wazir, Khogyani, Nangarhar, Afghanistan","34.195889,70.158546",34.195889,70.158546,US strike,1,0,0,-,Taliban,Afternoon,Vehicles,1,1,11,11,0,0,0,0,3,5,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#232,,232
AFG227,Afghanistan ,07-05-2016,Obama,Unknown,Kot,Nangarhar,"Unknown, Kot, Nangarhar, Afghanistan","34.263148,70.788209",,,"Kot, Nangarhar, Afghanistan","34.263148,70.788209",34.263148,70.788209,US strike,1,0,0,-,ISIS,Night,-,1,1,12,12,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#233,,233
AFG228,Afghanistan ,07-08-2016,Obama,Unknown,Achin,Nangarhar,"Unknown, Achin, Nangarhar, Afghanistan","34.08218,70.667034",,,"Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,US strike,1,0,0,-,ISIS,-,-,1,1,16,16,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#234,,234
AFG229,Afghanistan ,07-09-2016,Obama,Mamond Dara,Achin,Nangarhar,"Mamond Dara, Achin, Nangarhar, Afghanistan","34.215777,71.026004",,,"Mamond Dara, Achin, Nangarhar, Afghanistan","34.215777,71.026004",34.215777,71.026004,US strike,1,1,0,CT,IS/TTP,-,-,1,1,4,8,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#235,,235
AFG230,Afghanistan ,07-09-2016,Obama,Unknown,Kot,Nangarhar,"Unknown, Kot, Nangarhar, Afghanistan","34.263148,70.788209",,,"Kot, Nangarhar, Afghanistan","34.263148,70.788209",34.263148,70.788209,US strike,0,1,1,CT,-,-,-,1,1,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#236,,236
AFG231,Afghanistan ,07-11-2016,Obama,Unknown,Achin,Nangarhar,"Unknown, Achin, Nangarhar, Afghanistan","34.08218,70.667034",,,"Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,US strike,1,0,0,-,ISIS,-,-,1,1,4,4,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#238,,238
AFG232,Afghanistan ,07-13-2016,Obama,Mamond Dara,Achin,Nangarhar,"Mamond Dara, Achin, Nangarhar, Afghanistan","34.215777,71.026004",,,"Mamond Dara, Achin, Nangarhar, Afghanistan","34.215777,71.026004",34.215777,71.026004,US strike,1,0,0,-,ISIS,-,-,1,1,12,12,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#239,,239
AFG233,Afghanistan ,07-13-2016,Obama,"Kharawa, Landai and Kochiano-ghnodai",Achin,Nangarhar,"Kharawa, Landai and Kochiano-ghnodai, Achin, Nangarhar, Afghanistan","34.08218,70.667034",,,"Kharawa, Landai and Kochiano-ghnodai, Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,US strike,1,0,0,-,ISIS,-,Radio station,3,3,26,26,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#240,,240
AFG234,Afghanistan ,07-14-2016,Obama,Bandar Khwar and Dah Sarak,Achin,Nangarhar,"Bandar Khwar and Dah Sarak, Achin, Nangarhar, Afghanistan","34.08218,70.667034",,,"Bandar Khwar and Dah Sarak, Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,US strike,1,0,0,-,ISIS,-,-,2,2,12,12,0,0,0,0,2,2,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#241,,241
AFG235,Afghanistan ,07-14-2016,Obama,Peera Khel,Khogyani,Nangarhar,"Peera Khel, Khogyani, Nangarhar, Afghanistan","34.229212,70.193208",,,"Peera Khel, Khogyani, Nangarhar, Afghanistan","34.229212,70.193208",34.229212,70.193208,US strike,1,0,0,-,Taliban,-,-,1,1,4,4,0,0,0,0,3,3,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#248,,248
